case_id,category,matched_text,context
delhidc_2021_177284447,procedural_docs,ex.,w­1/9 to ex.pw­1/11 and tracking report ex.pw­1/12 and ex.pw­1/13 which show that n
delhidc_2021_177284447,procedural_docs,ex.,1/11 and tracking report ex.pw­1/12 and ex.pw­1/13 which show that notice was poste
delhidc_2021_177284447,procedural_docs,ex.,n postal receipt. 57.it is evident that ex.pw­1/1 to ex.pw­1/3 contain no stipulati
delhidc_2021_177284447,procedural_docs,ex.,ipt. 57.it is evident that ex.pw­1/1 to ex.pw­1/3 contain no stipulation as to inte
delhidc_2021_177284447,procedural_docs,ex.,ipulation as to interest. it is only in ex.pw­1/4 to ex.pw­1/6 that interest rate o
delhidc_2021_177284447,procedural_docs,ex.,to interest. it is only in ex.pw­1/4 to ex.pw­1/6 that interest rate of 18% p.a. is
delhidc_2021_177284447,legal_deeds,receipt,which prima facie is same as on postal receipt. 57.it is evident that ex.pw­1/1 to ex.
delhidc_2021_177284447,procedural_docs,ex.,ination­in­chief is by way of affidavit ex.dw­1/a. 8. arguments were adduced by bot
delhidc_2021_177284447,procedural_docs,ex.,"• 2 installments qua invoice no.t­00149 ex.pw­1/1 i.e. on 4th june, 2013 and other"
delhidc_2021_177284447,procedural_docs,ex.,"ne, 2013 and other on 14th june 2013. • ex.pw­1/2 invoice no.t­00150 was paid in fu"
delhidc_2021_177284447,procedural_docs,ex.,ull by way of cheque on 2nd may 2013. • ex.pw1/3 invoice no.t­00255 was paid in par
delhidc_2021_177284447,procedural_docs,ex.,"fficulty in relying upon ledger account ex.pw­1/7 (colly.). 60.therefore, it is dee"
delhidc_2021_177284447,witness_testimony,testimony of pw,ice or the relevant activities. and the testimony of pw­1 shows that ultimate supervision was w
aptel_2021_61579331,legal_deeds,agreement,"tion and coerced upl to enter into such agreement, because upl did not have any other sou"
aptel_2021_61579331,legal_deeds,agreement,converted the existing gas transmission agreement (gta) into cgd network agreement in ord
aptel_2021_61579331,legal_deeds,agreement,ission agreement (gta) into cgd network agreement in order to enable itself to impose arb
aptel_2021_61579331,legal_deeds,agreement,"rude prices and fall in pmt quantities, agreement could not be materialized with gail. th"
aptel_2021_61579331,legal_deeds,agreement,"war. on 15.10.2001, upl entered into an agreement with ggl for supply and transportation"
aptel_2021_61579331,legal_deeds,agreement,ed that it was not willing to amend the agreement for diversion/redirection of 700 mmbtu
aptel_2021_61579331,legal_deeds,agreement,"belled as city gas network distribution agreement (""cgnda"") between ggl and upl was not f"
aptel_2021_61579331,legal_deeds,agreement,"ed from gail. a number of gas transport agreement (""gtas"") were entered into by upl with"
aptel_2021_61579331,legal_deeds,agreement,l for re-delivery of gas beginning with agreement dated 04.12.2008 which was for a short-
aptel_2021_61579331,legal_deeds,agreement,styled as city gas network distribution agreement (cngda) were executed their recitals an
aptel_2021_61579331,legal_deeds,agreement,"erms & conditions showing each to be an agreement providing a mechanism for re-delivery,"
aptel_2021_61579331,legal_deeds,agreement,"ed into a city gas network distribution agreement (""cgnda"") for redelivery of gas to upl'"
aptel_2021_61579331,legal_deeds,receipt,"section 25filing of complaints.- (3) on receipt of a complaint under sub-section (1), t"
aptel_2021_61579331,legal_deeds,receipt,"erred to such investigating officer, on receipt of a report from such investigating off"
aptel_2021_61579331,legal_deeds,agreement,the restraint arising out of any trade agreement regulates and thereby promotes competit
aptel_2021_61579331,legal_deeds,receipt,"o the extent relevant read thus: (3) on receipt of a complaint under sub-section (1), t"
aptel_2021_61579331,legal_deeds,receipt,"erred to such investigating officer, on receipt of a report from such investigating off"
aptel_2021_61579331,legal_deeds,receipt,ate source or supplier after 30 days of receipt of notice of readiness from the cgd net
aptel_2021_61579331,legal_deeds,agreement,ction of chemicals; upl had an existing agreement with gail for mid-term ng supplies till
gujarat_2021_106265572,procedural_docs,fir,"e meaning ofsection 2(b)of the act. the fir, which is the basis to treat the petiti"
gujarat_2021_106265572,procedural_docs,fir,ails in that regard are on record. said fir and other material which is on record i
jaipur_2022_157651411,procedural_docs,charge sheet,"this period, the memorandum of charges/charge sheet is not served on the delinquent employe"
jaipur_2022_157651411,procedural_docs,charge sheet,employee. if on facts it is found that charge sheet has not been filed in criminal case or
jaipur_2022_157651411,procedural_docs,ex,red with only on the ground that it was ex parte or passed 10 months after the sus
jaipur_2024_173909948,legal_deeds,agreement,"lling an endorsement in
     respect of agreement of hire-purchase or lease or
     hypot"
chennai_2023_97612986,legal_deeds,receipt,"s.
                                  on receipt of such report, the tahsildar shall mak"
chennai_2023_97612986,legal_deeds,receipt,".”
                   the procedure, on receipt of an application or information under"
chennai_2023_97612986,legal_deeds,receipt,"revenue records. on receipt of an application, the authority has to"
chennai_2023_97612986,legal_deeds,receipt,between the parties. “4. procedure on receipt of application or
chennai_2023_97612986,legal_deeds,receipt,"information. - (1) on receipt of the application or information, the"
chennai_2023_97612986,legal_deeds,receipt,"applications received"" in the order of receipt in form"
chennai_2023_97612986,legal_deeds,receipt,"s and forty days later than the date of receipt
                                  of th"
chennai_2023_97612986,legal_deeds,receipt,"iod of thirty days from the date of the receipt

                   of the order.” 16."
kerala_2023_79027867,scientific_reports,medical,"prayer to refer

him to the government medical college, kozhikode - was

pending. ther"
kerala_2023_79027867,scientific_reports,forensic,"f 202213to assess it against acceptable forensic yardsticks and           to

approve it"
sikkim_2025_94532254,memos_panchnama,seizure memo,ing no knowledge of the contents of the seizure memo exbt-1. (i) in the next line of his arg
sikkim_2025_94532254,procedural_docs,fir,idence of pw-6 is the difference in the fir lodged by him and the evidence given be
sikkim_2025_94532254,procedural_docs,fir,"co officers before preparing the formal fir. pw-18 admitted that, ext p-28/p.w.6 do"
sikkim_2025_94532254,procedural_docs,fir,"ank, gangtok. thereafter, he lodged the fir ext p- 28/p.w.6. pw-6 in his evidence h"
sikkim_2025_94532254,procedural_docs,fir,the court and those that appear in the fir ext p-28/p.w.6 as already discussed in
sikkim_2025_94532254,witness_testimony,deposition,"pw-24 nar bahadur kami admitted in his deposition that he had not handed over ""doc a"" to"
sikkim_2025_94532254,legal_deeds,receipt,ipient of the parcha as recorded in the receipt ext p-29/p.w.7 and he is the signatory
sikkim_2025_94532254,legal_deeds,bond,not to a1. ext. p-14/p.w.4 the security bond bore the photograph of pw-26 bhanu bhak
sikkim_2025_94532254,legal_deeds,bond,"clarified by the prosecution. that, the bond was also signed by nar bahadur kami ack"
sikkim_2025_94532254,legal_deeds,agreement,........... it is true that the tenancy agreement dated 27.11.2008 was registered by me.
sikkim_2025_94532254,legal_deeds,agreement,n the presence of the parties a tenancy agreement is registered. it is true that during t
sikkim_2025_94532254,legal_deeds,agreement,ng the registration of the said tenancy agreement the parties said to be tilak logun and
sikkim_2025_94532254,legal_deeds,receipt,"me of execution of the promissory note, receipt and acknowledgment of liability, the lo"
sikkim_2025_94532254,legal_deeds,agreement,"case. 23), he did not sign on the said agreement, although the prosecution had exhibited"
sikkim_2025_94532254,legal_deeds,agreement,pw-23 has not deposed that the tenancy agreement was seized from him. it is also not in
sikkim_2025_94532254,legal_deeds,agreement,e of any other witness that the tenancy agreement was taken from the office of the sidico
sikkim_2025_94532254,legal_deeds,bond,"e documents ext p-14/p.w.4 the security bond (undated document) and ext p-16/p.w.4,"
sikkim_2025_94532254,legal_deeds,bond,"undated document) and ext p-16/p.w.4, a bond of guarantee, dated 05-12-2008, he deni"
sikkim_2025_94532254,legal_deeds,bond,aph ext p-14(a) affixed on the security bond were his. he had stated to the police t
sikkim_2025_94532254,legal_deeds,bond,"ly appears on ext p- 14/p.w.4, security bond, admitted that the photograph was his,"
sikkim_2025_94532254,legal_deeds,receipt,".w.4 promissory note and ext p-21/p.w.4 receipt of ₹ 50,000/- (rupees fifty thousand) o"
sikkim_2025_94532254,legal_deeds,bond,".w.4 affidavit, ext p-14/p.w.4 security bond, ext p-15/p.w.4 form of specimen signat"
sikkim_2025_94532254,legal_deeds,bond,"of man bahadur tamang, ext p- 16/p.w.4 bond of guarantee, ext p-17/p.w.4 deed of mo"
sikkim_2025_94532254,legal_deeds,bond,signature of pw-24 as also the security bond but with the photograph of pw-26 and la
sikkim_2025_94532254,legal_deeds,bond,of pw-26 and land parcha of pw-24. the bond of guarantee also has the signature of
sikkim_2025_94532254,legal_deeds,receipt,"dated 16-12-2008) and exbt p- 21/p.w.4 (receipt dated 16-12-2008), has clearly stated t"
sikkim_2025_94532254,legal_deeds,receipt,year 2008. pw-2 who signed on exbt-2 a receipt dated 06-01-2009 pertaining to a sum of
sikkim_2025_94532254,legal_deeds,agreement,", but he refused to sign on the tenancy agreement. this has to be considered in light of"
sikkim_2025_94532254,procedural_docs,fir,"edly prepared in the year 2013, but the fir was lodged only in 2016 with no explana"
sikkim_2025_94532254,witness_testimony,deposition,atures of mon bdr. tamang. there was no deposition regarding the identity of a1 or a2. (v)
gujarat_2016_130218990,procedural_docs,ex,"here the 

         appellants   were   ex­servicemen   and   they   were"
gujarat_2016_130218990,scientific_reports,medical,"evi-2006 (4) scc 31,  indian council of medical 
                 research vs. k.  rajy"
gujarat_2016_130218990,scientific_reports,medical,"termination   either   on   medical   or 
                 disciplinary   g"
gujarat_2016_130218990,procedural_docs,ex,"were filled by only  
                 ex­servicemen.   it   also   agreed   to"
gujarat_2016_130218990,procedural_docs,ex,"for 
                 selection   of   ex­servicemen   to   the   various"
gujarat_2016_130218990,procedural_docs,ex,"nation   and   re­appointment.   only   ex­
                 servicemen are eligib"
gujarat_2016_130218990,procedural_docs,ex,"the   continuing   scheme,   the   ex­serviceman 
                 employed a"
sikkim_2018_118956709,scientific_reports,forensic,"ivedi v. smt. nanda rani devi & ors.



forensic   examination        to    the      reg"
sikkim_2018_118956709,scientific_reports,forensic,"to    the      regional         forensic   science

laboratory (rfsl), sikkim sa"
sikkim_2018_118956709,procedural_docs,exhibit,nanda rani devi & ors. 21. a perusal of exhibit-1 quantifies the consideration amount
sikkim_2018_118956709,procedural_docs,exhibit,"mount was quantified or acknowledged in exhibit-1. it

is exhibit-1 which the appellant"
sikkim_2018_118956709,procedural_docs,exhibit,"ed or acknowledged in exhibit-1. it

is exhibit-1 which the appellant seeks specific pe"
sikkim_2018_118956709,procedural_docs,exhibit,"ous amounts which did not form part

of exhibit-1 and it is the specific case of the ap"
sikkim_2018_118956709,procedural_docs,exhibit,"suit property. specific performance

of exhibit-1 was sought for by the appellant on th"
sikkim_2018_118956709,procedural_docs,exhibit,"sad was the owner of the suit property. exhibit-1

also records that late kamala prasad"
sikkim_2018_118956709,procedural_docs,exhibit,"own by

seeking specific performance of exhibit-1, the discretionary relief

as contemp"
sikkim_2018_118956709,procedural_docs,exhibit,"of the expiry of the time stipulated in exhibit-1.article 54of

thelimitation act, 1963"
sikkim_2018_118956709,procedural_docs,exhibit,"has notice that performance is refused. exhibit-1

provided that if late kamala prasad"
sikkim_2018_118956709,procedural_docs,exhibit,"land and the shop.

it is seen that the exhibit-1 is dated 02.11.1999. four years

from"
sikkim_2018_118956709,procedural_docs,exhibit,"3. admittedly no sale deed

relating to exhibit-1 was registered on or before 02.11.200"
sikkim_2018_118956709,procedural_docs,exhibit,"ling a suit for specific performance of exhibit-1

dated 02.11.1999 would be three year"
sikkim_2018_118956709,procedural_docs,exhibit,"and from 02.11.1999 on the execution of exhibit-1.

the appellant would also deny that"
sikkim_2018_118956709,procedural_docs,exhibit,"lant admitted that before execution

of exhibit-1 he was a tenant. it was denied that h"
sikkim_2018_118956709,procedural_docs,exhibit,"o far as the validity/enforceability of exhibit 1 and the right
     of the plaintiff t"
sikkim_2018_118956709,procedural_docs,exhibit,"his claim of

ownership on execution of exhibit-1 without examining the

evidence adduc"
sikkim_2018_118956709,procedural_docs,exhibit,"his claim of ownership on execution of

exhibit-1. 56. besides the pleadings of the res"
sikkim_2018_118956709,procedural_docs,exhibit,"from 02.11.1999 after the execution of exhibit-1

there was no question of paying rent"
sikkim_2018_118956709,procedural_docs,exhibit,"t remember what exactly was written in

exhibit-1 or the date of its execution. he admi"
sikkim_2018_118956709,procedural_docs,exhibit,"prasad with regard to the execution of

exhibit-1   and    also      identified       t"
sikkim_2018_118956709,procedural_docs,exhibit,"o stated that at the time of execution

exhibit-1 as well as the money receipt dated 13"
sikkim_2018_118956709,procedural_docs,exhibit,as the money receipt dated 13.03.2000 (exhibit- 2) late kamala prasad was in his full
sikkim_2018_118956709,procedural_docs,exhibit,"admitted that he was not a

witness to exhibit-1. 89. the defence in the present case"
sikkim_2018_118956709,procedural_docs,exhibit,"r. ravi prasad also took the stand that exhibit-1 and 2

are manufactured documents. he"
sikkim_2018_118956709,procedural_docs,exhibit,"ut his
signature. i have seen a copy of exhibit 1 and 2 and was read
over the contents"
sikkim_2018_118956709,procedural_docs,exhibit,"nfident that the signature
appearing on exhibit 1 and 2 are not of my husband nor the
s"
sikkim_2018_118956709,procedural_docs,exhibit,"atement that ravi prasad also signed on exhibit
1 is also false as during 1999 my eldes"
sikkim_2018_118956709,procedural_docs,exhibit,"nnot file the present suit by virtue of
exhibit 1 and 2 as the property in question has"
sikkim_2018_118956709,procedural_docs,exhibit,"n his name and he could not have signed exhibit 1 and
2, if it is proved that the signa"
sikkim_2018_118956709,procedural_docs,exhibit,"ala prasad's

drunken stupor and having exhibit-1 executed by him. as held

earlier bot"
sikkim_2018_118956709,procedural_docs,exhibit,"no.1 admitted that she had never seen

exhibit-1 or 2 before. she could not say or ide"
sikkim_2018_118956709,procedural_docs,exhibit,"essions and the signatures appearing on exhibit-1 or 2. she

could not also say or iden"
sikkim_2018_118956709,procedural_docs,exhibit,"so opined that the last three lines of

exhibit-1 giving the options to the appellant t"
sikkim_2018_118956709,procedural_docs,exhibit,"the terminal letter of that portion of exhibit-1

overlapped the finger impression. th"
sikkim_2018_118956709,procedural_docs,exhibit,"not

seek expert opinion as to whether exhibit-1 was in the

handwriting of late kamal"
sikkim_2018_118956709,procedural_docs,exhibit,"idence on record does probabalise that

exhibit-1 was executed by late kamala prasad. t"
sikkim_2018_118956709,procedural_docs,exhibit,"ala prasad. the appellant

asserts that exhibit-1 is an agreement to sell by which he"
sikkim_2018_118956709,procedural_docs,exhibit,"became the owner of the suit property. exhibit-1 is not a sale

deed or a title deed."
sikkim_2018_118956709,procedural_docs,exhibit,"or a title deed. the mere execution of exhibit-1 would not

make the appellant the own"
sikkim_2018_118956709,procedural_docs,exhibit,"by

a registered instrument. admittedly exhibit-1 is also not a

registered deed. if it"
sikkim_2018_118956709,procedural_docs,exhibit,"the execution of

exhibit-1 by late kamala prasad would not suffi"
sikkim_2018_118956709,procedural_docs,exhibit,"abide by the terms and conditions

of   exhibit-1.   this     court,       while"
sikkim_2018_118956709,procedural_docs,exhibit,"said suit and specific performance of

exhibit-1 has come to the conclusion that the r"
sikkim_2018_118956709,procedural_docs,exhibit,"nt and late kamala prasad due to

which exhibit-1 was executed. 106. the learned distri"
sikkim_2018_118956709,procedural_docs,exhibit,"he appellant makes it

amply clear that exhibit-1 was executed by late kamala prasad."
sikkim_2018_118956709,procedural_docs,exhibit,"udge would come to the

conclusion that exhibit-1 was neither valid nor enforceable.

t"
sikkim_2018_118956709,procedural_docs,exhibit,"to late kamala prasad in pursuance of exhibit-1 against the

property left behind him"
sikkim_2018_118956709,procedural_docs,exhibit,"t is true that because i had never seen exhibit 1 and 2 as such
     i cannot say as to"
sikkim_2018_118956709,procedural_docs,exhibit,"hayat or in the court
     stating that exhibit 1 and 2 are false and fabricated and th"
sikkim_2018_118956709,legal_deeds,agreement,"d.
               i have signed on this agreement after reading it and in full"
sikkim_2018_118956709,legal_deeds,sale deed,"i be unable to register
               sale deed within four years then mahesh kr. trive"
sikkim_2018_118956709,legal_deeds,sale deed,"1999 would be 02.11.2003. admittedly no sale deed

relating to exhibit-1 was registered o"
sikkim_2018_118956709,legal_deeds,agreement,"er 02.11.1999 (i.e., when the concerned agreement was
     executed by the original defen"
sikkim_2018_118956709,legal_deeds,agreement,"case. it is well-
     settled that an agreement to sell does not convey any right, titl"
sikkim_2018_118956709,legal_deeds,agreement,"of the plaintiff to have the concerned agreement enforced are concerned
     this court"
sikkim_2018_118956709,legal_deeds,receipt,"hly rent to the defendant myself. after receipt of the said
          letter, i started"
sikkim_2018_118956709,legal_deeds,agreement,"me the owner by
          virtue of the agreement dated 2.11.1999."" 59. the admission by"
sikkim_2018_118956709,legal_deeds,agreement,"e on 02.11.1999 when purported deed of

agreement was alleged to be executed. the respond"
sikkim_2018_118956709,legal_deeds,agreement,i v. smt. nanda rani devi & ors. 78. an agreement to sell is necessarily a bilateral cont
sikkim_2018_118956709,legal_deeds,agreement,"r ali [air 1998 gau 92] stating that an
agreement of sale is an unilateral contract is no"
sikkim_2018_118956709,legal_deeds,receipt,"ecution

exhibit-1 as well as the money receipt dated 13.03.2000 (exhibit- 2) late kama"
sikkim_2018_118956709,legal_deeds,sale deed,"of late kamala prasad in registering a

sale deed and further the right to the suit prope"
sikkim_2018_118956709,legal_deeds,agreement,"appellant

asserts that exhibit-1 is an agreement to sell by which he

became the owner o"
sikkim_2018_118956709,legal_deeds,agreement,"d deed. if it is to be considered as an agreement certain

requirements are required to b"
sikkim_2018_118956709,legal_deeds,agreement,"rements are required to be fulfilled.an agreement is always

bilateral. therefore, merely"
sikkim_2018_118956709,legal_deeds,agreement,"nsideration was towards advance for the agreement

entered between the appellant and late"
sikkim_2018_118956709,legal_deeds,agreement,"for in

the plaint. ""5.   that the said agreement was prepared in presence of witnesses."
sikkim_2018_118956709,legal_deeds,receipt,repared in presence of witnesses. after receipt of rs.5501/- the defendant again took r
sikkim_2018_118956709,legal_deeds,receipt,"lue. ext.2 is the said money
           receipt and ext.2/a is the signature of the def"
sikkim_2018_118956709,procedural_docs,exhibit,"ts and circumstances of the case."" 3.   exhibit-1 is in hindi and titled ""kararnama"" wh"
sikkim_2018_118956709,procedural_docs,exhibit,"hich means

agreement to sell. the said exhibit-1 translated reads as under: 7.   it is"
sikkim_2018_118956709,procedural_docs,exhibit,"lant to perform

the essential terms of exhibit-1 could not be termed as

conditional."
sikkim_2018_118956709,legal_deeds,agreement,"ndi and titled ""kararnama"" which means

agreement to sell. the said exhibit-1 translated"
sikkim_2018_118956709,legal_deeds,agreement,"rani devi & ors.performance of contract/agreement is an equitable relief and
           w"
sikkim_2018_118956709,legal_deeds,agreement,"uld not have entered into the concerned agreement
           to sell off the whole of it."
sikkim_2018_118956709,legal_deeds,agreement,"at the relevant time, which requires an agreement of sale to be
     made in writing or i"
sikkim_2018_118956709,legal_deeds,agreement,"egistered.
     therefore, even an oral agreement to sell is valid. if so, a written"
sikkim_2018_118956709,legal_deeds,agreement,"to sell is valid. if so, a written
     agreement signed by one of the parties, if it evi"
sikkim_2018_118956709,legal_deeds,agreement,"ties, if it evidences such an oral
     agreement will also be valid."""
sikkim_2018_118956709,legal_deeds,agreement,"dant and to act
             as per the agreement after he executed the sale deed in favo"
sikkim_2018_118956709,legal_deeds,sale deed,"per the agreement after he executed the sale deed in favour of
             the plaintiff"
sikkim_2018_118956709,legal_deeds,sale deed,"nd willing to complete the
             sale deed as per the agreement dated 2.11.1999."""
sikkim_2018_118956709,legal_deeds,agreement,"e the
             sale deed as per the agreement dated 2.11.1999."" ""16. personal bars to"
sikkim_2018_118956709,legal_deeds,agreement,"consideration for each other, is an agreement;"" ""(h)   an agreement enforceable by la"
sikkim_2018_118956709,legal_deeds,agreement,"each other, is an agreement;"" ""(h)   an agreement enforceable by law is a contract;"" mahe"
itat_2016_53414130,legal_deeds,receipt,"benefit of shortage of rs.65,62,669/- (receipt over expenses in this year). however th"
madhyapradesh_2021_62734450,scientific_reports,medical,"hat before releasing the applicant, the medical examination of the applicant be conduct"
madhyapradesh_2021_62734450,legal_deeds,bond,"be released on bail furnishing personal bond in the sum of rs. 3,00,000/- (rupees th"
jammu_2025_13195192,scientific_reports,medical,as been asked to appear before resurvey medical board for re-assessment his disability
jammu_2025_13195192,scientific_reports,medical,"e refused to appear before the resurvey medical board. (c) if a pensioner, who has been"
jammu_2025_13195192,scientific_reports,medical,"r has refused to appear before resurvey medical board as above, requests later to appea"
jammu_2025_13195192,scientific_reports,medical,"sts later to appear before the resurvey medical board, the disability element, as may b"
jammu_2025_13195192,scientific_reports,medical,"bility re-assessed by the re-assessment medical board, shall be payable from the date o"
jammu_2025_13195192,scientific_reports,medical,"ble from the date of such re-assessment medical board."" following provisions of 2008, e"
jammu_2025_13195192,scientific_reports,medical,"nt and it is so recorded by the release medical board, he shall be entitled to disabili"
jammu_2025_13195192,scientific_reports,medical,"rvice personnel, who refuses to undergo medical treatment and prescribes consequences o"
jammu_2025_13195192,scientific_reports,medical,matters34also w.e.f. the date of review medical board constituted by the director gener
jammu_2025_13195192,scientific_reports,medical,"d by the director general, armed forces medical services.regulation 87provides for the"
jammu_2025_13195192,scientific_reports,medical,pensioner to appear before the resurvey medical board. we have elaborately discussed th
jammu_2025_13195192,scientific_reports,medical,entails is that it would be open to the medical board to hold that the disease was not
jammu_2025_13195192,scientific_reports,medical,"use of death falls within the domain of medical experts and, therefore, the opinion of"
jammu_2025_13195192,scientific_reports,medical,"erts and, therefore, the opinion of the medical board with regard to nature and extent"
jammu_2025_13195192,scientific_reports,medical,"cepted as final, unless there is strong medical evidence on record to dispute such opin"
jammu_2025_13195192,scientific_reports,medical,the army authorities to consider review medical board for examination of the claimant.
jammu_2025_13195192,scientific_reports,medical,"yond any shadow of doubt that given the medical opinion on record, it cannot be said th"
jammu_2025_13195192,scientific_reports,medical,"service, as the one line opinion by the medical board in respect of the disability with"
jammu_2025_13195192,scientific_reports,medical,"itute for clear, unambiguous and cogent medical reasons required to disentitle the resp"
jammu_2025_13195192,scientific_reports,medical,n discarding the opinion of the release medical board with regard to attributability of
jammu_2025_13195192,scientific_reports,medical,"its facts, particularly in the light of medical opinion rendered by the medical authori"
jammu_2025_13195192,scientific_reports,medical,ight of medical opinion rendered by the medical authorities of the petitioners.1. wp(c)
jammu_2025_13195192,scientific_reports,medical,"d have by clear, unambiguous and cogent medical evidence established that the disabilit"
jammu_2025_13195192,scientific_reports,medical,"army service, we have gone through the medical record produced. the relevant portion w"
jammu_2025_13195192,scientific_reports,medical,"in this case is whether opinion of the medical board, which assessed the disabilities"
jammu_2025_13195192,scientific_reports,medical,"d have by clear, unambiguous and cogent medical evidence established that the disabilit"
jammu_2025_13195192,scientific_reports,medical,"itary service, we have gone through the medical record produced by the petitioners. the"
jammu_2025_13195192,scientific_reports,medical,etitioners. the relevant portion of the medical opinion is set out below:- since the on
jammu_2025_13195192,scientific_reports,medical,"low:- since the one line opinion of the medical board is vague and cryptic, therefore,"
jammu_2025_13195192,scientific_reports,medical,"titute to clear, unambiguous and cogent medical reasons required to disentitle the resp"
jammu_2025_13195192,scientific_reports,medical,"in this case is whether opinion of the medical board, which assessed the disability as"
jammu_2025_13195192,scientific_reports,medical,"d have by clear, unambiguous and cogent medical evidence established that the disabilit"
jammu_2025_13195192,scientific_reports,medical,"itary service, we have gone through the medical record produced by the petitioners. the"
jammu_2025_13195192,scientific_reports,medical,"etitioners. the relevant portion of the medical opinion is set out below:- ""84. vertigo"
jammu_2025_13195192,scientific_reports,medical,"rvice. as per personal statement in the medical record produced by the petitioners, eve"
